Artista;Cancion;Lyrics;Etiqueta;Expresion
badbunny;Despues De La Playa;"  
  
Tú dices que no me atrevo  
Si supieras que yo ando a fuego  
Dime qué tú juega' y yo lo juego  
No lo dejemos pa' luego, no  
Que la luz ya se fue  
Y la noche llegó, ey  
Quiero saber si usted quiere lo mismo que yo  
  
Dime pa' dónde vamo' después de la playa  
Si nos secamo', yo traigo la toalla  
Y de nuevo nos mojamo', pero en mi cama  
Te vo'a dar tabla de surfear, bebé  
  
Dime, ¿vamo' pa'l mambo o no vamo' pa'l mambo?  
Tú me dice', mami  
Zumba  
¿Qué?  
Ey, ey, ey  
Hoy sí que sí, jah  
  
Mami, tú vive' lejo' (¿Qué?)  
Pero comoquiera yo vo'a buscarte (Wuh)  
Porque tú 'tás buena y te lo merece' (Tú 'tás rica)  
Al frente 'el mar es que yo quiero darte (Ah, ah, ah)  
Pa' que se pongan contento' to' los pece' (Wuh)  
Y tú estás moja', yo estoy ready pa' surfearte ('Toy ready)  
Tranquila, que yo sé que esto e' a vece' (Normal)  
La otra ve' en la playa te emborrachaste y pediste que te bese (¿Cómo fue?), yeh  
  
¿Cómo?  
Ey, ey, ey, ey, ey, ey, ey, ey  
Prende eso, prende eso, prende eso  
¿Cómo?  
Ando con el apecha'o  
Que no me llame nadie hoy, ¿okey?  
Me lo vo'a beber to' (Ja)  
  
Ey, to' el mundo borracho bailando en la playa  
Sintiendo el calor, sintiendo el calor  
Tú llevas rato mirando y mirando  
Pégate mejor, pégate mejor  
De esa chapa se habla en toa' las barbería'  
Y en el colmadón, y en el colmadón (¿Cómo?)  
Ey, tu novio se cree Romeo  
Y yo le vo'a hacer como Don, le vo'a hacer como Don, ¿qué, qué, qué?  
  
(¿Qué tú dice'?)  
Salí con tu mujer  
Ya Dio' me perdonó, faltas tú  
¿Qué, qué, qué?  
'Toy borracho, borracho  
Ey, ey, ey, ey, ey, ey  
¿Qué tú dice' de esto?  
No le vo'a bajar, ¿okey?  
No le baje', no le baje'  
Ah, ah, ah, ah, ah, ah, ah (¿Cómo?)  
Ey, ey, ey, ey, ey  
Qué gozadera  
Ey, ey, ey, ey, ey  
Que no se apague  
Ey, ey, ey, ey  
¿Pa'nde vamo'? ¿Pa'nde vamo'?  
Dime, despué' de aquí  
Mera  
  
¿Y este cabrón quién e'?  
Que está cogeindo cerveza en la neverita, tú—  
¿Anda con nosotro'?  
Ah, okey, okey, okey, okey, dale  
";0;
badbunny;LA DROGA;"  
  
Tú eres la droga de la que mami me hablaba  
La que moría si probaba  
Y yo de idiota pensando que me amaba  
Ey, ey, no sabía nada  
  
Otro Phillie pa' olvidarte  
Pero si me llamas vo'a buscarte  
Tú eres mala y no puedo soltarte  
Y eso me endiabla, y eso me endiabla  
  
No me lo niegues, tú me hiciste brujería (¡Bruja!)  
La calavera encima de una foto mía  
Te extraño por la noche, te odio por el día  
Te llevaste mi alma, mi vida ya no es mía  
Desde chiquito metido en problema'  
Pero tú eres el menos que vale la pena  
Yo que te regalé hasta mi cadena  
Ey, me tiene' una condena  
  
Tu juego no quiero jugar  
Yo siempre quise algo real  
Tú me chingas rico, pero me tratas mal  
Fui al psicólogo y me puso a fumar  
Me dijo: Si te patea no te quiere na'.  
Son labios compartido', lo dijo Maná  
No confíes en mujeres, solo en tu mamá  
Si te corre como chinga métele y más na'  
  
Otro Phillie pa' olvidarte  
Eh-eh, eh-eh  
";0;
arcangel;Corte Porte Y Elegancia;"  
  
¿Yo no sé qué tienes tú  
O seré yo?  
Pero el brillo se ve a la distancia  
Tocarte es como tocar la luz  
Ay, mami, tú brillas  
Te sobra corte, porte y elegancia  
  
Te sobra corte, porte y elegancia  
  
Tú te ves muy bien y yo más o menos también  
Tú tienes algo, no sé, pero es algo  
Me sube y me eleva, muy lejos me lleva  
Y sin embargo me gusta ese algo  
Hoy salgo a buscarlo, tengo que encontrarlo  
  
Yo sé que ere' tú  
Te reconozco así se vaya la lu' (la lu')  
Quieren tu brillo, tu look (ey)  
La nena má' fina' 'tá' tú ('tá' tú, wuh)  
Así lo intenten, no te igualan (hah)  
Todas chambean pero no jalan (jalan, jalan)  
Ella siempre gana, gana  
Imposible no se va creer  
  
Estrella de cine (oh-oh)  
Matiene desfiles (oh-oh)  
Sus tacone' de miles (oh-oh)  
Encima de mí  
  
(Déjame entrar  
En confianza y decirte  
De aquí no te vas  
Hasta yo seducirte)  
  
";0;
antonioaguilar;La Higuera;"  
  
Ya la higuera se seco  
Ya tiene las raices fuera  
Ya mi prieta no me quiere  
Porque ando en la borrachera  
  
Hay que paredes tan altas  
Para mi tan chaparrito  
Quisiera ser albañil  
Para bajarlas tantito  
";0;
antonioaguilar;Al Pie De La Montana;"  
  
Una casita al pie de la montaña  
Un arroyo que corra por el campo  
Un sol que alumbre siempre mi mañana  
Y una luna, que brille en la noche  
Mientras canto  
  
Un cariño que entienda mi cariño  
Una guitarra fiel que me acompañe  
Una copa de vino y un amigo  
Que platique de amor y respete el dolor  
Sin que me engañe  
  
Eso quiero tener para darle mi adiós  
A la gran ciudad, yo me quise quedar  
Pero siempre encontré alguien que me hizo mal  
  
Por eso busco al pie de la montaña  
Y al arroyo que corra por el campo  
Por eso quiero el sol de la mañana  
Que me ayude a vivir, sin que sienta morir  
Dentro del alma  
  
Una casita al pie de la montaña...  
";0;
sodastereo;T Para 3;"  
  
Las tazas sobre el mantel  
la lluvia derramada  
un poco de miel  
no basta  
  
El eclipse no fue parcial  
y cegó nuestras miradas  
te vi que llorabas  
por él  
  
Te para tres  
  
Un sorbo de distracción  
buscando descifrarnos  
no hay nada mejor  
no hay nada mejor  
que casa  
  
Te para tres  
";0;
alejandrosanz;Hoy Llueve Hoy Duele;"  
  
Bajo la lluvia van la gente y las historias,  
los momentos van, buscando los motivos   
La casualidad en medio de la lluvia va  
Ella camina en los espejos hasta volar  
Yo sigo aquí entre sabanas y música  
¿Dónde Estarás?  
  
Que llueve  
Reflejo que se ahoga duele  
qué quieres se me antoja verte, y duele  
  
Bajo la lluvia va la gente buena y mala,  
Todos por igual, el pobre, el rico,   
La estresada, y lo vulgar,y en medio de la lluvia van  
Comienzos y finales,gota a gota harán de luchas y de treguas  
Vidas únicas,¿dónde Estarás?  
  
Que llueve,   
tu pelo se te moja y duele  
No importa tanto pero hoy llueve  
llueve  
  
La lluvia niña envuelve todo, no te pongas triste  
También a esa mujer, que alguna vez perdí  
El cielo es un espejo a punto de partirse   
Va derramando el tiempo en el asfalto gris  
Las ráfagas de dudas son insoportables  
y los diluvios de recuerdos nunca tienen fin  
  
Bajo la lluvia van  
no importa tanto, pero hoy llueve  
  
Bajo la lluvia van y vienen y vienen  
no importa tanto, pero hoy llueve  
  
Me duele tanto que tu pelo se te moje andando  
no importa tanto pero hoy llueve  
  
Refúgiate en aquel rincón debajo del corazón   
no importa tanto, pero hoy llueve  
  
Y duele  
no importa tanto pero hoy llueve  
vas tu, voy yo  
va el mundo entero corazón!  
";0;
cafetacuba;Espuma;"  
  
Si me buscas me podrás encontrar,  
en los hilos que tejen la arena  
con la espuma del mar  
  
Si me buscas me podrás tocar,  
en los labios de aquellos amantes apunto de besar.  
  
Pero si busco estás.  
  
Si me buscas  
me podrás mirar  
en el polvo de aquellas estrellas  
que están por estallar  
  
Si me buscas podrás hallar,  
en el viento de entre las palabras cuando van a rezar  
  
Pero si busco estás  
aquí en mi corazón,  
dentro de esta canción  
";0;
alejandrofernandez;S Que Te Duele;"  
  
Sé que te duele   
Que ya no quiera verte, aunque por las noches me esperes   
Que ya eres una mas y en el mundo hay tantas mujeres  
Sé que te duele   
  
Ay cómo te duele que te quedaste sola y que no soy ya el que te quiere   
Que no puedes mentirme porque ya sé bien quién eres  
Cómo te duele   
  
Tú te enamoraste de mí voz  
Y aunque siempre estuve contigo  
Tú nunca estuviste conmigo   
  
Y ahora que por fin te dije adiós  
Hoy quieres quedarte conmigo  
Y ya no quiero nada contigo   
  
Sé que te duele  
Saber que mis canciones y nuestro amor ya no riman  
Que aunque de amor te mueras nuestros recuerdos aún vivan  
Y te persigan   
  
Sé que te duele   
Que vayas en las noches enamorando mentiras  
Porque con ese clavo sólo abrirás otra herida  
Pero, mi vida, verte perdida también me duele   
También me duele  
  
Todo te di  
En cada beso una canción  
En cada noche una razón  
Para quedarte junto a mi   
  
Todo te di  
Y en la batalla del amor  
Sé que he peleado con honor  
Te lo di todo y lo perdí  
(Yo te lo di todo y lo perdí)   
   
También me duele  
Porque te quise tanto y aún el amor no se muere   
Y aunque quiera mentirte siempre seré el que te quiere   
Ay cómo me duele   
  
Sé que te duele  
(Ay como te duele)  
Que vayas en las noches enamorando mentiras(Muchas van y vienen)   
Porque con ese clavo sólo abrirás otra herida(De esas que no mueren)  
Pero, mi vida(Aunque no me quieras),verte perdida   
También me duele   
";0;
arcangel;Sientan La Presin;"  
  
Oye Arcangel Pa'  
Me copia soy Dj Yah  
Claro esto es Reggaeton Superstors  
Play Off  
Y que se sienta la presion  
(La presion, la presion)  
Yeah Que se sienta la presion  
La presion  
Que se sienta la presion  
  
Sientan la presion de nuevo el nene Arcangel  
Directamente del callejon  
Sientan la presion yo no tengo culpa  
De que los este matando con mi flow   
Yeah  
  
Y es que la humildad prevalece  
Brindo mis respetos solo al que se lo merece  
No me Haga un favor pa que despues te pese  
Y el que invente con lo mio pagará su error con crece  
  
A veces amanece  
Y pienso que no hay razon pa estar contento pero pa lante'  
Un chamaquito de barrio con ganas de ser cantante  
Como dicen por hay soy un pequeño gigante  
a mis 20 años de edad  
potencial alarmante  
sabio eh ignorante al  
Fin pero brillante  
  
Chiquito y flaco pero papi yo no corro  
Activo los sicarios desde el castillo del morro  
El son del barrio sopleteo sin ningun zorro  
Sin inventan por el campo los forro  
Mami con la sensacion  
La maxima expresion del callejon a vuelto  
Como siempre desde chamaquito envuelto  
Yo soy el novato el año Revelacion artistica mas esperada  
Nada extraño  
  
Eyo Aja!  
Arcangel Pa'  
Oye Dj Yah  
Esto es pa los que no han sentido un poco de presion  
Como eh dice  
Sientan la presion!  
Oye dale un poquito ma'  
Sientan la presion  
Yo no tengo culpa de que los este matando con mi flow  
Ohhhhhhhhh  
Yo no tengo culpa de que los este matando con mi flow  
Ohhhhhhhhh  
Ohhhhhhhhh  
Ohhhhhhhhh  
Dj Yah  
Ahhhhhhhh ahhhhhhhh  
Dj Yahh  
";0;
alejandrosanz;La Msica No Se Toca;"  
  
Pasaréis, pasarán los tiempos, se irán los momentos, ya lo veréis.  
Pasaran los imperios, las guerras, los besos y donde miréis  
Quedaran los versos y los porqués.  
Recuérdalo, esta canción.  
La música no se toca.  
  
Veréis, pasaran los empeños y los misterios de seis en seis.  
Y los siglos, los muertos, y los inquietos que alzan la voz.  
Pasaremos todos y quedarán  
Recuérdelo, una canción.  
La música no se toca.  
  
Y qué, lo que va en el viento es lo más seguro, no lo dudéis.  
Que se aferra al tiempo y se queda eterno en el corazón.  
Pasaremos todos y quedará  
Recuérdelo, una canción.  
La música no se toca.  
  
Y no hay ley  
Poderosa emoción que ni el tiempo la vence, no hay ley  
Lo que améis en el tiempo siempre quedará.  
Quedará cuando no estemos  
Quedará cuando no estéis  
  
Quedará la música  
Y siempre la música, la verás.  
Larga vida a la música, su majestad.  
Que dios guardo a la música en su inmensidad.  
  
Y quedara la música cuando no haya a quien amar.  
Quedará la música, como un despertar.  
Nos quedará la música, es nuestra verdad.  
Quedará la música, es el titular.  
  
Pasaran los inventos y el ir con los tiempos, no lo veréis.  
El 'si no me conecto', las bandas más anchas y los que corréis.  
Pasaran las marcas y los eBays  
Recuerda que esta canción  
es música y siempre flota.  
  
Y quedará la música cuando no haya a quien amar.  
Quedará la música, como un despertar.  
Que viaje a la música, en la eternidad.  
Que quedará la música,es el titular.  
  
La música no se toca.  
";0;
alejandrofernandez;Arrullo De Estrellas;"  
  
En el faro de tu amor  
En el regazo de tu piel  
Me dejo llevar al sol  
Es que no hay nadie como tú  
Que me haga sentir así  
En un arrullo de estrellas  
  
Ay, ay, ay  
Te lo digo desde el alma y con el corazón abierto  
  
En un páramo de luz  
Despojados del dolor  
Nos volvemos a encontrar  
Al final del infinito  
Entre ríos púrpura  
A la fuente regresar  
Ay, ay, ay  
  
En el faro de tu amor  
En el regazo de tu piel  
Me dejo llevar al sol  
Al final del infinito  
Entre ríos púrpura  
Nos volvemos a encontrar  
  
Ay, ay, ay  
Eres mi amor eterno, mi ángel de la guarda  
Te lo digo desde el alma y con el corazón abierto  
Ay, ay, ay  
  
Entre tus alas dormí  
Y en tu mirada compasiva crecí  
Siempre confiaste en todo lo que soñé  
Y me cuidaste y me guiaste hasta aquí  
  
Ay, ay, ay  
Te lo digo desde el alma, María, llena eres de gracia  
Ay, ay, ay  
";0;
alejandrosanz;Me Sumerjo;"  
  
Nuestro sin pedir permiso a nadie.  
Nuestra la cometa y nuestro el aire.  
Vuela siempre hacia el sol amor,  
vuela y nunca te sientas culpable.  
La vida bulle en el erial del cuerpo.  
Ya no le regales este baile,  
guardame un sitito en este viaje.  
Pero a tu lado corazón.  
Esta noche estás radiante amor,  
esta noches para que la subrayen  
los que crearon las noches del tiempo.  
  
Galaxias que se fundieron en tu pelo  
cambiando el nombre a todo en el universo.  
Estrellas que suplican que te enamores,  
océanos de besos y me sumerjo.  
Quiero vivir de nuevo lo irrepetible.  
Hacer camino solo por darte un beso.  
Quiero vaciar instantes con nuestras manos.  
Quiero llenar vacíos que se murieron.  
Galaxias que se fundieron en tu pelo.  
  
Y dame una caricia que me salve.  
Ese gesto tuyo que es adorable.  
La vida es un regalo, ábrelo,  
Deja que la luna nos empape.  
Quiero sentir cada segundo entero.  
Mira arriba, la belleza es incontable.  
Ante tal grandeza te haces grande.  
Esta noche estas mas que radiante, amor  
Esta noche no te encuentro en mi canción.  
Los que crearon las noches del tiempo  
No se han llevado las noches de amor.  
";0;
alejandrosanz;La Vida Que Respira;"  
  
En tu cara se ve la misma paz  
Que cuando observas el atardecer  
Tienes la mirada clara, como la mañana  
Ahí va otra muesca en mi memoria  
No esta escrito en papel, pero mi dios es mujer  
Dar la vida es un don, solo por eso es por que  
Yo me pongo de pie ante usted  
¿Qué manzana y qué Adán?  
  
¿Tu me descifraste? bien, no me voy a disolver  
La herida es casi amor, eso es ley, ley, ley, ley  
Ustedes nos daban tanto, que no da tiempo agradecer  
Ahora dime que eres tu, yo ya lo se, se, se  
Vida  
La galaxia entera que se explica  
Vida  
La naturaleza explota, canta y grita  
Mira, vida  
  
El suspiro eterno, es dios  
Es la vida que respira, es el mantra creador  
La galaxia ardiendo, así suena la vida  
El mundo entero cuando esta abierto  
No por mucho que hace, nos olvida el secreto  
No por mucho despertarse, nos olvidan los sueños  
No por mucho suceder, me parecías lo más nuevo  
No por mucho creértelo, terminas creyendo  
  
Por la cara que pones, mejor no hablarte más  
Se que este es un momento así muy zen  
Se que en fondo te hacen gracia mis pavadas  
Pero es que yo no se que hacer con estos nervios  
Ella es piel de tu piel y tendrá tu poder  
Y el universo canto, solo por eso a tus pies  
Si me buscas, yo estaré, en el suelo gritame  
Ya van cuatro pero aun, no se que hacer, hacer, hacer  
  
El suspiro eterno, vamos amor  
Es la vida que respira, es el mantra creador  
La galaxia ardiendo, ahí  
Así suena la vida, como tu respiración  
  
Así suena la vida, como tu respiración  
Así suena la vida  
Y el mundo entero cuando esta aplaudiendo  
No por mucho hablarse, nos olvida el silencio  
No por callarse, nos olvida el flagelo  
No por mucho caminarse, nos olvida el sendero  
No por mucho despertarse, no se olvidan los sueños  
  
No por mucho vivir, se me hace normal el momento  
No por mucho ocurrir, deja de ser lo más bello  
No por mucho hablarse, no se olvida el silencio  
No por mucho acariciarse, no se olvida el hielo  
No por mucho odiarse, nos olvidar el querernos  
No por mucho olvidar, olvidaré tus lamentos  
No por mucho fallarse, borra nuestros aciertos  
No por mucho fingir, dejo de sentir lo que siento  
Gracias  
";0;
