Artista;Cancion;Lyrics;Etiqueta;Expresion
antonioaguilar;Alondra;"

Alondra
Yo te di de comer en mis manos
Te arrulle en mis brazos
Y todo fue en vano

Alondra
En tus alas mis sueños huyeron
Mis locos anhelos
Contigo se fueron

Alondra
Si me hubieras llevado contigo
Adonde tú has ido
A ciegas me voy

Alondra Alondra
Fuiste cruel como nadie conmigo
Pero no te olvido
Ni guardo rencor

Alondra
Si te cruzas con mi pensamiento
Que va como al viento
Siguiendo tu vuelo

Alondra
Si te dicen que sufro y que espero
Ven que estoy rendido
Ven que ya no puedo

Alondra
Si te llega faltar un alero
Regresa te espero
Tu nido esta aquí

Alondra Alondra
Yo te di de comer en mis manos
Te arrulle en mis brazos
Y hoy muero sin ti
";0;
monlaferte;Ronroneo;"

Tú me recuerdas a alguien
Con tu modo de bailar
Ay, ¿qué tiene tu mirar?
Siento que todo me arde

Te pensé toda la tarde
Por donde vaya, te veo
Besar tus labios deseo
Es que quisiera tocarte
Beber de todo tu arte
Suave como un ronroneo

Ron, ron, ron, ronroneo
Yo sé que no va a gustar
Me río de imaginar

Ron, ron, ron, ronroneo
Reparte en mi cuerpo tus besos
Rezo, rezo por eso
Ron, ron, ron
Ron, ron, ron

Esto que siento te canto
Tú tienes mucho talento
Me quitas hasta el aliento
Será que me gustas tanto

Ahora que ya no me aguanto
La noche ya nos abraza
Quiero invitarte a mi casa
No nos pidamos permiso
Vayamos sin compromiso
Veremos qué es lo que pasa


";0;
arcangel;Ms Que Ayer;"

Hey hace tiempo que no te veía
te buscaba pero no te conseguía
recuerdo cuando sonreir te hacía
y yo te hacía gritar mi nombre
cuando duro me pedías

Así te tengo de frente
revivamos hoy
cada escena de esos días

Quiero sentirme dentro de tu piel
y quiero amarte más que ayer
hablando claro quiero recorrer
todo de ti saciar tu sed

Ahh ahh
Pasa el tiempo y me he pasado pensando
de cuando me enamoré de ti
quiero que vuelvas a mi lado
quisiera que vuelvas a mí

Llévame contigo al paraíso
quiero bañarte en tu río
botarme en tu suspiro
reflejarme en tus latidos

Venga ven que te voy a regalar
un pasaje en primera clase
pa que vea que conmigo
conmigo no no no hay un castigo
si tu quieres que te siga
yo te sigo

ay mami yo te sigo
tú sabes que yo no me quito
toa la noche bien rico con el chorito

yea baby, hello
me junto con lo rosita es el labio que queda
su fama finje por dentro pero caliente por fuera
me encanta todo lo que tienes
somos como almas gemelas
el jacuzzi lleno de velas
escuchando

Dime donde está
que si tú quieres mami yo voy
te digo la verdad
te digo que soy
quiere que le meta lento como yo
o rápido como el Yisi

";0;
carlosvives;El Playonero;"

Yo salí, 
yo salí de los playones
yo salí de los playones
que hay a orillas del río Cesar

Yo soy el que sé enlazar, hombe a los novillos 
hombe, a los novillos cimarrones

Que salen de la montaña
a dormir a los playones
y se van de madrugada
por que el tigre se los come

Me llaman, 
me llaman el vallenato
me llaman el vallenato
en Codas si tengo renombre

Yo soy un Panisto Castro, hombe caporal, 
hombe caporal de los playones
por que cuando tiro e' lazo
ningún toro se me esconde

Yo tengo, 
yo tengo una fama buena
yo tengo una fama buena
extendida en todo el playón

Porque conozco en la huella, hombe sí el novillo
hombe si el novillo cimarrón 

Cuando sale e' la montaña
a dormir en el playón 

Yo dejé, yo dejé una playonera
yo dejé una playonera
ay! llorándome en el playón

Pero me traje su huella, ay hombe, pintada, 
hombe, pintada, en el corazón

Lo mismo que la del toro
cuando pisa en el playón
deja la huella en el lodo
en forma de corazón
";0;
sodastereo;Lo Que Sangra La Cpula;"

Yo conozco ese lugar
Donde revientan las estrellas
Yo conozco la escalera en espiral
Hacia la cúpula

Los rayos x no penetran
Los oscuros vidrios de una limousine
Te rescataré

Los guardianes pierden el honor
Mientras desfilan
Hay tanto fraude a nuestro alrededor
Comprenderás que

Es amor lo que sangra
Desde el cielo en la cúpula
Es amor lo que sangra
Sobre el techo en la cúpula

Yo conozco ese lugar
Donde todos se la creen
Yo conozco la salida de emergencia
Que nos salvará

Pinté tu nombre en las paredes
Si se que esperas no podré dormir
Te rescataré

Los guardianes pierden el honor
Aprovechemos
Hay tanta cama a nuestro alrededor
Y verás que

Es amor lo que sangra
Desde el cielo en la cúpula
Es amor lo que sangra
Sobre el techo en la cúpula

Los guardianes pierden el honor
Mientras desfilan
Hay tanto fraude a nuestro alrededor
Comprenderás

Es amor lo que sangra
Desde el cielo en la cúpula
Es amor lo que sangra
Sobre el techo en la cúpula
Es amor lo que sangra
";0;
anuelaa;Ceniza En Cenicero;"

(Oah)
Yo nunca voy amar de nuevo

Yo ya me harté de andar buscando amores
Y hacerme el fuerte
Y de probar los sin sabores (Oah)
Yo ya no quiero a nadie que me adore (Oah)
No más romances (Oah Oah)
No más ilusiones

Yo nunca voy a amar de nuevo
Me alejaré del mundo entero
Que se pregunten
Que hasta me busquen
Que no me verán ni un pelo
Yo nunca voy a ser sincero
No vuelvo a perder un juego
Ni aunque me hundan
Y hasta me pudra
Ya no hay cenizas en el cenicero

Ya no creo en el amor
Tampoco creo en la religión
Ya no creo en la santería
Yo solo creía en tú y yo
Yo nunca más voy a cerrar
Mis ojos al besar
Nunca jamás
Me vuelvo a enamorar

Yo cerraré mi corazón con llave
Por mi cupido
Que no me llame
Y alejaré toda emoción salvaje
Seré un náufrago
En un paisaje

Ya no creo en el amor
(Oh oh oh oah)
Tampoco creo en la religión
Ya no creo en la santería
(Oh oh oh oah)
Yo solo creía en tú y yo

Yo Anuel no voy a amar de nuevo
Me alejaré del mundo entero
Que se pregunten
Que hasta me busquen
Que no me verán ni un pelo
";0;
camila;Sin Tu Amor;"

No hay mas palabras que decir
Tampoco historias que contar
Lo que un dia a mi llego, hoy ya no esta

Ya que el dolor nunca se va
Tan solo pide libertad
Pero el destino decidio una vez mas

A poco tiempo de sentir que eras todo para mi
Y yo no puedo mencionar tu nombre
Y saber que estoy aqui, yo sin tu amor
Yo sin tu amor

Yo sin tu amor
He estado a punto de ir a buscarte
Y entregarte de nuevo el corazon
Yo sin tu amor
He estado apunto de recuperarme

Y dejar atras este dolor
Yo sin tu amor

No ha sido facil aceptar que tu ya no regresaras
Como me duele recordar que ya no estas
A poco tiempo de sentir que eras todo para mi
Y yo no puedo mencionar tu nombre
Y saber que estoy yo aqui sin tu amor
Yo sin tu amor.
";0;
anagabriel;Pobre Bohemio;"

Haz que suene esa lira mi hermano 
haz que lloren las cuerdas sus quejas 
acompaña mi canto paisano 
porque voy a contarles mis penas 

Este pobre bohemio que miran 
trovador de cantina en cantina 
que con llanto les cuenta su vida 
y llorando les cuenta sus cuitas 

Muchas hembras tuve en mi camino 
y el dinero corrio por mis manos 
hoy de pronto cambio mi destino 
y al momento quedé abandonado 

El dinero y las hembras no es nada 
no me duele el haberlos perdido 
lo que si me lastima en el alma 
ver dejado mi pueblo querido 

En el pueblo dejé yo a mis padres 
a mi novia que tanto adoraba 
a correr yo me fuí por el mundo 
sin saber lo que a mi me esperaba 

Una tarde lluviosa de junio 
a mi casa feliz regresaba 
a mis padres encontré en la tumba 
y a mi novia la encontré casada 

Comprendí que era falso en la vida 
con dinero se cobra y se paga 
mientras tuve un cariño sincero 
y por eso mi vida es amarga 

Y por eso te digo mi hermano 
trovador de cantina en cantina 
así pienso pasarme la vida 
y con copas contarles mi vida
";1;"Muchas hembras tuve en mi camino 
y el dinero corrio por mis manos "
arcangel;Piel Canela;"

Yes
Soy yo (Tu y Yo! Tu y Yo!)
I´m Back
Austin

Muñequita de piel canela (hey)
Cuando baila me pone en vela
Y que será lo que tiene esa nena
Serán sus ojos o sus caderas
Mu-ñe-quita de piel canela
Cuando baila me pone en vela
Y que será lo que tiene esa nena (que será que sera)
Serán sus ojos o sus caderas

Ey
Regreso el nene para solito darte
Dime donde estas para ir a buscarte (yes)
Quiero besarte y hacerte cosas
Para poner a tus amigas celosas (oye)
Vamonos de aquí el sitio tu decides (ey)
Yo tengo lo mio mami tu lo sabes (tu me sigues)
Viajo en jet privato a tierras internacionales
Películas falsas, famosas, reales
Atrevete y ven conmigo (si)
Hagamos el amor donde no haya testigos
Aja
Aquí te puedes relajar
Tranquila
En mi habitación se puede fumar
Yes…

Y vívete el libreto de telenovela
Que va por ti a buscarte tu nene a la escuela
A ella le gustan la vela
Su meta es la nutela
Le gusta cuando Austin le hace algo a la nena
Aprovecha que estamos solos
Tu y Yo
Oye
Aquí se fue to´ el mundo pa acá
Ven
Aferrate a tu monarca
El nene que te encharca
Seguimos seguimos seguimos vacilando
Tu y yo en una esquina uno con otro guayando
Que hora es, hora de ir al mambo
O dime si tu piensas lo que estoy pensando
Tu y Yo!
Tu y yo!
Bailando en una esquina en la disco
Te enseñare lo que no has visto
Mami ponte pa mi que yo pa ti estoy listo
Prraa!

";0;
ozuna;Somos Iguales;"

Big up all ghetto youth who nah rich and switch
Nadie está triste, cero amargura (Amargura)
Se viste apreta'o, sabe que está dura (Está dura)
Tú quiere' duro, tú quiere' tortura
Vamo' a ver si e' verdad lo que se murmura (Woh-oh, oh-oh), eh
Siempre mata cuando sale (Cuando sale)
En la pista de baile todo se vale (Vale, eh-eh)
Aquí to' somo' iguale' (Iguale')
Te-Te traje algo pa' que pierda' lo' modale' (Woh-oh, woh-oh-oh)

Na-na-na-na-na-na
Na-na-na-na-na (Woh-oh-oh-oh)
Na-na-na-na-ay-ay-ay-ah
Te-Te traje algo pa' que pierda' lo' modale' (Woh-oh, woh-oh-oh)
Na-na-na-na-na-na
Na-na-na-na-na (Te-Te traje a—, te-te traje a—)
Na-na-na-na-ay-ay-ay-ah
Te-Te traje algo pa' que pierda' lo' modale' (Woh-oh, woh-oh)

Hoy ando en teteo como perra en calor
Luciendo mi tatuaje (Ah) y mis diente' de gold (Yes)
Clava'o en ls pantys grasa del callejón (Ah)
¿Cuál será el perro que se anota este gol? (Guau, guau)
Chilleo mientra' que me quito el lip gloss (Ah)
Por maniática me censuran el TikTok (Mmm, ah)
To' mis partie' son de gánster (Ah), to' mis partie' son de cuero
Maricones y lesbiana' en chukyteo y molineo
En el trago con lo' de'o, bellaqueo, fumeteo (Nah)
Este party e' clandestino, que nadie grabe vídeo' (Oh)
Por guasa guasa te dejamo' en la casa (Pide, mmm)
E' que tú no lo pasa'

Na-na-na-na-na-na
Na-na-na-na-na (Woh-oh, woh-oh)
Na-na-na-na-ay-ay-ay-ah
Te-Te traje algo pa' que pierda' lo' modale' (Woh-oh, woh-oh)

If I was a rich girl
Na-na-na-na-na-na-na-na-na-na-na-na-na-na-na
See, I'd have all the money in the world
If I was a wealthy girl
What kind of rich? That a million rich
Them a kinda rich where ya make man switch
What kind of rich? That a million rich
Them a kind of rich where ya make man switch

Tú-Tú viniste a la disco a soltarte (Soltarte)
Y yo no estoy pa' rosas regalarte (Regalarte)
Me gusta cómo la pista parte (La pista parte)
Esto e' música que se escucha en toda' parte' (Toda' parte')
Un millón quiniento' solo en la muñeca (Eh, eh, muñeca)
Botella' de Chiva' y se ponen culeca' (Culeca')
Siempre húmeda, nunca seca (Nunca seca)
Es tuya la discoteca (Woh-oh)
Baby, yo no me conformo con mirarte (Con mirarte)
Déjate llevar si me da con tocarte (Si me da con tocarte)
Aquí es to' oscuro, nadie va a enterarse
Y esto no es pa' enamorarse (Woh-oh, woh-oh, woh-oh), baby

Na-na-na-na-na-na
Na-na-na-na-na (Woh-oh, oh-oh)
Na-na-na-na-ay-ay-ay-ah
Te-Te traje algo pa' que pierda' lo' modale' (Woh-oh, woh-oh)
Na-na-na-na-na-na
Na-na-na-na-na (Te-Te traje a—, te-te traje a—)
Na-na-na-na-ay-ay-ay-ah
Te-Te traje algo pa' que pierda' lo' modale' (Woh-oh, woh-oh)

Money, money, money, money, money, money, money
Money, money, money can't buy love
Money, money coulda give it to me plenty
Money, money, money can't buy love
";1;"Se viste apreta'o, sabe que está dura (Está dura)
Tú quiere' duro, tú quiere' tortura

Hoy ando en teteo como perra en calor

Maricones y lesbiana' en chukyteo y molineo



"
maluma;Djale Saber;"

El que te lo hace una, te lo hace do' vece'
Y no te lo mereces
Él lleva engañándote por un par de meses
Y a mí no me parece

Déjale saber que tu vida mejoró
Desde que te fuiste porque él ya te maltrató
Por eso lo ignoras
Y de mí te enamoras, bebé

Dejó de darte una rosa, siempre te pelea
Sé cree dueño de ti porque to' te costea
Cuando estás bonita dice que estás fea
Déjale saber que es una gono-
Siempre te maltrata
Te usa y te abusa porque tiene plata, no, no
Sácalo de tu vida
Déjale saber que ahora tú ere' mía, bebé

También cuéntale que no es sólo es paz ni sexo
Si lo deja' no e' sólo por eso
Que yo te trato te bien
Ante' de hacerlo te como a beso'
Yo conozco bien ese proceso bien, baby
No e' sólo tocar tu cintura
Ver tus ojo', te prometo lo má' lindo que hay
No me canso 'e contemplar tu figura
Una baby como tú se merece algo más

Maluma, ba-ba-baby
Baby, yo solamente le voy a decir una cosa
¿Usted tan mamacita y va a dejar que la maltraten?
Así no e', mi reina, jajaja
";1;"Dejó de darte una rosa, siempre te pelea
Sé cree dueño de ti porque to' te costea
Cuando estás bonita dice que estás fea
Déjale saber que es una gono-
Siempre te maltrata
Te usa y te abusa porque tiene plata; no, no
Sácalo de tu vida
Déjale saber que ahora tú ere' mía, bebé
Siempre te maltrata
Te usa y te abusa porque tiene plata; no, no
Sácalo de tu vida
Déjale saber que ahora tú ere' mía, bebé
"
camila;Cianuro Y Miel;"

Esta noche hay luna llena
Y la botella está vacía
Nos tomamos todo el vino
Pasándola divino tú y yo

Me gusta verte en el espejo
Cuando te acaricio hasta el reflejo
Deja abierta la ventana
Cuando llegue la mañana me voy

Me gusta jugar
Con fuego cuando llueve
Cuando tu cuerpo está quieto
Y sin embargo me mueve
A veces para ver
Nos hace falta oscuridad

Tu lengua rima con mi boca
Somos poesía erótica
Tu mirada es hipnótica
Se mezcla en tu sudor cianuro y miel
Voy de paso sobre tu piel
Llega antes que llegue él
Llega antes que llegue él

Cuando vuelva de viaje
Borrarás mis mensajes
Pero no mis caricias
Ni los besos que traje
Lo que te hace arder
También te tiene que mojar
";0;
juangabriel;947 Fiske St;"

Tú fuiste nuestro hogar
El más bello y qué lugar
De nosotros dos

Tú fuiste el domicilio
Testigo de un idilio
Que un día termino

Hoy cambiara de dueño
Y todos nuestros sueños
Se quedan encerrados
En cada habitación

De todo lo vivido
Jamás habrá un olvido
Será un dulce recuerdo
De parte de los dos

947 Fiske St. Adiós
Gracias por el ayer
Ya nunca volveré
Me duele esto decir

947 Fiske me voy
Ya no pude esperar
Sé que no volverá
Ya se olvido de mí

Adiós casita Linda
Sencilla, humilde, hermosa
Gracias por tantas cosas
Que nunca olvidaremos

Me duele abandonarte
Pero así es la vida
Adiós casita mía
Ya nunca volveremos
";0;
cafetacuba;Agua;"

Agua para limpiar las heridas
que antes de sanar debo exponer
Agua para arrastrar la inmundicia
que se ha acumulado sin querer

Agua para alimentar el árbol
que un día su fruto nos dará
agua no me faltes este año
dentro de tu ciclo quiero estar

Y con agua clara saciaré
la sed que a mi me persigue
y con agua clara brindaré
porque hoy estamos juntos otra vez
";0;
anagabriel;El Ultimo Adios;"

Pasaban los días, las noches, los meses
Y no nos veíamos desde entonces
Cayeron otoños, veranos y ausencias
Y aun recordaba el amor que juramos

Yo lo presentía, algo me decía, que te volvería a encontrar
Para decirte mi amor el ultimo adiós que estaba ya escrito
Yo guardare tu sabor las frases de amor que me enloquecían

Ay, ay, ay quisiera llorar pero estoy cantando
Ay, ay, ay quisiera gritar pero estoy cantando

El tiempo se pasa, la vida se acaba
Y yo no he podido olvidarte un segundo
Inviernos llegaron, los años dejaron
Caminos que no volveré a caminarlos

Destinos marcados no tienen salida y al fin nos volvimos a ver
Para decirnos amor el ultimo adiós que estaba ya escrito
La muerte te sorprendió y así un gran amor vivirá en nuestros mundos
";0;
